!!SBtab SbtabVersion='1.0' TableType='Compound' TableName='C elegans metabolites'
!ID	!Name	!Location	!Charge	!Formula	!Identifiers:chebi	!Identifiers:pubmed	!Identifiers:doi	!Identifiers:eco	!Comment	!Curator	!Notes:Old_ID	!Notes:InChI	!Notes:InChIKey	!Notes:SMILES	!Notes:Name_neutral	!Notes:Formula_Neutral	!Notes:InChI_neutral	!Notes:InChIKey_neutral	!Notes:SMILES_neutral	!Notes:ChEBI_neutral	!Notes:KEGG_neutral	!Notes:MetaCyc_neutral	!Notes:HMDB_neutral	!Notes:LipidMaps_neutral	!Notes:SwissLipids_neutral	!Notes:Wikidata_neutral	!Notes:Pubchem_neutral	!Notes:Metabolights_neutral	!Notes:Chemspider_neutral
M_g1p_m	alpha-D-Glucose 1-phosphate(2-)	m	-2	C6H11O9P	CHEBI:58601							InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6-/m1/s1	HXXFSFRBOHSIMQ-VFUOTHLCSA-L	OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O	alpha-D-glucose 1-phosphate	C6H13O9P	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:29042	C00103					Q418865	65533		58977
M_gal_m	D-Galactose	m	0	C6H12O6	CHEBI:27667				[CHECKME] which form	wimi		InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	beta-D-galactose	C6H12O6	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	CHEBI:10384;CHEBI:10383;CHEBI:27667;CHEBI:42776	C00962;C00602		HMDB0003449;HMDB03449			Q27103248	439353		388476
M_gal_n	D-Galactose	n	0	C6H12O6	CHEBI:27667				[CHECKME] which form	wimi		InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	beta-D-galactose	C6H12O6	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	CHEBI:10384;CHEBI:10383;CHEBI:27667;CHEBI:42776	C00962;C00602		HMDB0003449;HMDB03449			Q27103248	439353		388476
M_gal1p_m	alpha-D-Galactose 1-phosphate(2-)	m	-2	C6H11O9P	CHEBI:58336							InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6-/m1/s1	HXXFSFRBOHSIMQ-FPRJBGLDSA-L	OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@H]1O	alpha-D-galactose 1-phosphate	C6H13O9P	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3+,4+,5-,6-/m1/s1	HXXFSFRBOHSIMQ-FPRJBGLDSA-N	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O	CHEBI:16077;CHEBI:17973	C00446;C00103		HMDB0000645;HMDB00645			Q3082858	123912;439165		388311;110443
M_galside_cho_c	cerebroside	c	0	C25H46NO8R	CHEBI:23079										cerebroside	C25H46NO8R				CHEBI:23079									
M_gdpddman_m	GDP-4-dehydro-6-deoxy-D-mannose(2-)	m	-2	C16H21N5O15P2	CHEBI:57964							InChI=1S/C16H23N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,8-11,14-15,23-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/p-2/t4-,5-,8-,9+,10-,11+,14-,15-/m1/s1	PNHLMHWWFOPQLK-BKUUWRAGSA-L	C[C@H]1O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@@H](O)C1=O	GDP-4-dehydro-6-deoxy-alpha-D-mannose	C16H23N5O15P2	InChI=1S/C16H23N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,8-11,14-15,23-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/t4-,5-,8-,9+,10-,11+,14-,15-/m1/s1	PNHLMHWWFOPQLK-BKUUWRAGSA-N	C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@@H](O)C1=O	CHEBI:16955;CHEBI:5214	C01222		HMDB0001346;HMDB01346			Q27102151	439446		388554
M_gluside_c	D-glucosyl-N-acylsphingosine	c	0	C25H46NO8R	CHEBI:18368				[DELETION]	wimi				CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC([*])=O															
M_gluside_m	D-glucosyl-N-acylsphingosine	m	0	C25H46NO8R	CHEBI:18368				[DELETION]	wimi				CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC([*])=O															
M_gluside_n	D-glucosyl-N-acylsphingosine	n	0	C25H46NO8R	CHEBI:18368				[DELETION]	wimi				CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC([*])=O															
M_glycogen_c	glycogen	c	0	(C6H10O5)12R	CHEBI:28087																								
M_glygn3_c	glycogen	c	0	(C6H10O5)12R	CHEBI:28087																								
M_glygn3_m	glycogen	m	0	(C6H10O5)12R	CHEBI:28087																								
M_guar_c	guanosine 5'-monophosphate(1-) residue	c	-1	C10H11N5O7P	CHEBI:74269																								
M_h_i	H+	i	1	H	CHEBI:15378							InChI=1S/p+1	GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]															
M_hlys_m	histone-L-lysine residue	m	0	C7H13N3O2R2																									
M_isoacetoACP_c	3-methylbutyryl-[acp]	c	0	C7H12O2SR					[DELETION]	wimi																			
M_isoacetoACP_m	3-methylbutyryl-[acp]	m	0	C7H12O2SR					[DELETION]	wimi																			
M_malt_c	Maltose	c	0	C12H22O11	CHEBI:18147							InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	beta-maltose	C12H22O11	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:18147;CHEBI:10431	C01971					Q26914030	6255		6019
M_malt_e	Maltose	e	0	C12H22O11	CHEBI:18147							InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	beta-maltose	C12H22O11	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:18147;CHEBI:10431	C01971					Q26914030	6255		6019
M_maltr_c	maltotriose	c	0	C18H32O16	CHEBI:61993							InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1	RXVWSYJTUUKTEA-CGQAXDJHSA-N	OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O	maltotriose	C18H32O16	InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1	RXVWSYJTUUKTEA-CGQAXDJHSA-N	OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O							Q28091366			
M_malttr_c	maltotetraose	c	0	C24H42O21	CHEBI:28460							InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1	UYQJCPNSAVWAFU-KVXMBEGHSA-N	OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O	maltotetraose	C24H42O21	InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1	UYQJCPNSAVWAFU-KVXMBEGHSA-N	OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O	CHEBI:28460	C02052		HMDB01296			Q27096312	123966		110488
M_Ndmelys_c	Histone N6,N6-dimethyl-L-lysine residue	c	1	C9H17N3O2R2	CHEBI:61976				added ChEBI ID, correspond to the generic residue	lenov				C[NH+](C)CCCC[C@H](N-*)C(-*)=O															
M_Nlys_e	Histone-L-Lysine residue	e	1	C7H13N3O2R2	CHEBI:5738					lenov																			
M_Nlys_m	Histone-L-Lysine residue	m	1	C7H13N3O2R2	CHEBI:5738					lenov																			
M_Nmelys_c	Histone N6-methyl-L-lysine residue	c	0	C8H15N3O2R2	CHEBI:61928				It does not make sense to have this metabolite in the cytosol in a model which has a nucleus. This is another artifact of merging that needs correction.	Safak				CNCCCC[C@H](N-*)C(=O)O-*															
M_Nmelys_m	Histone N6-methyl-L-lysine residue	m	0	C8H15N3O2R2	CHEBI:61928				added ChEBI ID, correspond to the generic residue	lenov				CNCCCC[C@H](N-*)C(=O)O-*															
M_RNA_c	cytoplasmic RNA (biomass)	c	0																										
M_sorbitol_m	D-sorbitol	m	0	C6H14O6	CHEBI:17924							InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	D-glucitol	C6H14O6	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	C00794		HMDB0000247;HMDB00247			Q245280	5780		5576
M_sorbitol_n	D-sorbitol	n	0	C6H14O6	CHEBI:17924							InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	D-glucitol	C6H14O6	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	C00794		HMDB0000247;HMDB00247			Q245280	5780		5576
M_sphgn_c	Sphinganine	c	1						[DELETION] no longer required	wimi		InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	sphinganine	C18H39NO2	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	CHEBI:16566	C00836		HMDB0000269;HMDB00269	LMSP01020001		Q27088847	91486		82609
M_sphings_c	Sphingosine	c	1	C18H38NO2	CHEBI:57756				[DELETION] no longer required	wimi		InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1/b15-14+/t17-,18+/m0/s1	WWUZIQQURGPMPG-KRWOKUGFSA-O	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H]([NH3+])CO	sphingosine	C18H37NO2	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	WWUZIQQURGPMPG-KRWOKUGFSA-N	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO	CHEBI:16393;CHEBI:45719	C00319		HMDB00252	LMSP01010001		Q46298	5280335		4444047
M_sphmyln_c	Sphingomyelin	c	0	C24H49N2O6PR	CHEBI:64583				[DELETION] no longer required	wimi				C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	Sphingomyelin	C24H49N2O6PR			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	CHEBI:64583									
M_strdnccoa_m	stearidonyl coenzyme A(4-)	c	-4	C39H58N7O17P3S	CHEBI:71489							InChI=1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b6-5-,9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	DDHCSALWDPRVCN-USWKVXSKSA-J	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	stearidonyl coenzyme A	C39H62N7O17P3S	InChI=1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b6-5-,9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	DDHCSALWDPRVCN-USWKVXSKSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	CHEBI:63545	C16163			LMFA07050123		Q27132681	56928001		26606359
M_tmndnccoa_m	timnodonyl coenzyme A	m	-4	C41H60N7O17P3S	CHEBI:140757							InChI=1S/C41H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h5-6,8-9,11-12,14-15,17-18,28-30,34-36,40,51-52H,4,7,10,13,16,19-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b6-5-,9-8-,12-11-,15-14-,18-17-/t30-,34?,35+,36+,40-/m1/s1	JWZLRYCDDXHXDL-BCYDWBPESA-J		timnodonyl CoA	C41H64N7O17P3S	InChI=1S/C41H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h5-6,8-9,11-12,14-15,17-18,28-30,34-36,40,51-52H,4,7,10,13,16,19-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b6-5-,9-8-,12-11-,15-14-,18-17-/t30-,34?,35+,36+,40-/m1/s1	JWZLRYCDDXHXDL-BCYDWBPESA-N					HMDB0006514;HMDB06514				52922050		
M_udpg_m	UDP-D-glucose(2-)	m	-2	C15H22N2O17P2	CHEBI:58367							InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/p-2/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m1/s1	HSCJRCZFDFQWRP-RDKQLNKOSA-L	OC[C@H]1OC(OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O	UDP-D-glucose	C15H24N2O17P2	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m1/s1	HSCJRCZFDFQWRP-RDKQLNKOSA-N	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:18066						Q27102800	439156		388302
M_udpgal_m	UDP-D-galactose(2-)	m	-2	C15H22N2O17P2	CHEBI:58439							InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/p-2/t5-,6-,8+,9-,10+,11-,12-,13-,14?/m1/s1	HSCJRCZFDFQWRP-LNYDKVEPSA-L	OC[C@H]1OC(OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O	UDP-D-galactose	C15H24N2O17P2	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8+,9-,10+,11-,12-,13-,14?/m1/s1	HSCJRCZFDFQWRP-LNYDKVEPSA-N	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O	CHEBI:18307			HMDB00302			Q27102985	6857410		5256749
M_urir_c	uridine-5'-monophosphate(1-) residue	c	-1	C9H10N2O8P	CHEBI:65315									O[C@@H]1[C@H](O-*)[C@@H](COP([O-])(-*)=O)O[C@H]1N1C=CC(=O)NC1=O															
